LandOcc,Type,Subtype,Subsubtype,Country_CF
Raw;land;Occupation, annual crop, non-irrigated, AM;;1.084712391;m2a,
Raw;land;Occupation, annual crop, non-irrigated, AO;;0.927539551;m2a,
Raw;land;Occupation, annual crop, non-irrigated, AR;;0.897861242;m2a,
Raw;land;Occupation, annual crop, non-irrigated, AT;;0.94627046;m2a,
Raw;land;Occupation, annual crop, non-irrigated, AU;;1.053114778;m2a,
Raw;land;Occupation, annual crop, non-irrigated, AW;;0;m2a,
Raw;land;Occupation, annual crop, non-irrigated, AX;;1.084712391;m2a,
Raw;land;Occupation, annual crop, non-irrigated, AZ;;1.084712391;m2a,
Raw;land;Occupation, annual crop, non-irrigated, BA;;1.084712391;m2a,
Raw;land;Occupation, annual crop, non-irrigated, BB;;0;m2a,
Raw;land;Occupation, annual crop, non-irrigated, BD;;0.770829121;m2a,
Raw;land;Occupation, annual crop, non-irrigated, BE;;1.084712391;m2a,
Raw;land;Occupation, annual crop, non-irrigated, BF;;0.927714545;m2a,
Raw;land;Occupation, annual crop, non-irrigated, BG;;1.084712391;m2a,
Raw;land;Occupation, annual crop, non-irrigated, BH;;0;m2a,
Raw;land;Occupation, annual crop, non-irrigated, BI;;0.890566695;m2a,
Raw;land;Occupation, annual crop, non-irrigated, BJ;;0.915227579;m2a,
Raw;land;Occupation, annual crop, non-irrigated, BL;;0;m2a,
Raw;land;Occupation, annual crop, non-irrigated, BN;;0.770716699;m2a,
Raw;land;Occupation, annual crop, non-irrigated, BO;;0.792123448;m2a,
Raw;land;Occupation, annual crop, non-irrigated, Boreal forest and taiga;;0;m2a,
Raw;land;Occupation, annual crop, non-irrigated, BQ;;0;m2a,
Raw;land;Occupation, annual crop, non-irrigated, BR;;0.810935058;m2a,
Raw;land;Occupation, annual crop, non-irrigated, BS;;0;m2a,
Raw;land;Occupation, annual crop, non-irrigated, BT;;1.054013204;m2a,
Raw;land;Occupation, annual crop, non-irrigated, BW;;0.927714545;m2a,
Raw;land;Occupation, annual crop, non-irrigated, BY;;1.084712391;m2a,
Raw;land;Occupation, annual crop, non-irrigated, BZ;;0.770716699;m2a,
Raw;land;Occupation, annual crop, non-irrigated, CA;;1.050185997;m2a,
Raw;land;Occupation, annual crop, non-irrigated, CD;;0.884371483;m2a,
Raw;land;Occupation, annual crop, non-irrigated, CF;;0.906451125;m2a,
Raw;land;Occupation, annual crop, non-irrigated, CG;;0.84473427;m2a,
Raw;land;Occupation, annual crop, non-irrigated, CH;;0.958190543;m2a,
Raw;land;Occupation, annual crop, non-irrigated, CI;;0.834856142;m2a,
Raw;land;Occupation, annual crop, non-irrigated, CL;;1.084712391;m2a,
Raw;land;Occupation, annual crop, non-irrigated, CM;;0.86923418;m2a,
Raw;land;Occupation, annual crop, non-irrigated, CN;;0.995603237;m2a,
Raw;land;Occupation, annual crop, non-irrigated, CO;;0.855864144;m2a,
Raw;land;Occupation, annual crop, non-irrigated, CR;;0.770716699;m2a,
Raw;land;Occupation, annual crop, non-irrigated, CU;;0.770716699;m2a,
Raw;land;Occupation, annual crop, non-irrigated, CV;;0.68508151;m2a,
Raw;land;Occupation, annual crop, non-irrigated, CW;;0;m2a,
Raw;land;Occupation, annual crop, non-irrigated, CY;;0.342540755;m2a,
Raw;land;Occupation, annual crop, non-irrigated, CZ;;1.082290134;m2a,
Raw;land;Occupation, annual crop, non-irrigated, DE;;1.083124472;m2a,
Raw;land;Occupation, annual crop, non-irrigated, Deserts and xeric shrub;;0;m2a,
Raw;land;Occupation, annual crop, non-irrigated, DJ;;0;m2a,
Raw;land;Occupation, annual crop, non-irrigated, DK;;1.084712391;m2a,
Raw;land;Occupation, annual crop, non-irrigated, DM;;0.770716699;m2a,
Raw;land;Occupation, annual crop, non-irrigated, DO;;0.770716699;m2a,
Raw;land;Occupation, annual crop, non-irrigated, DZ;;0.770716699;m2a,
Raw;land;Occupation, annual crop, non-irrigated, EC;;0.770716699;m2a,
Raw;land;Occupation, annual crop, non-irrigated, EE;;1.084712391;m2a,
Raw;land;Occupation, annual crop, non-irrigated, EG;;0.067660838;m2a,
Raw;land;Occupation, annual crop, non-irrigated, EH;;0;m2a,
Raw;land;Occupation, annual crop, non-irrigated, ER;;0.925617899;m2a,
Raw;land;Occupation, annual crop, non-irrigated, ES;;1.084712391;m2a,
Raw;land;Occupation, annual crop, non-irrigated, ET;;0.906255419;m2a,
Raw;land;Occupation, annual crop, non-irrigated, extensive;;1;m2a,
Raw;land;Occupation, annual crop, non-irrigated, extensive, AD;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, AE;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, AF;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, AG;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, AI;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, AL;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, AM;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, AO;;0.927539551;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, AR;;0.897861242;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, AT;;0.94627046;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, AU;;1.053114778;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, AW;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, AX;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, AZ;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, BA;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, BB;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, BD;;0.770829121;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, BE;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, BF;;0.927714545;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, BG;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, BH;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, BI;;0.890566695;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, BJ;;0.915227579;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, BL;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, BN;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, BO;;0.792123448;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, BQ;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, BR;;0.810935058;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, BS;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, BT;;1.054013204;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, BW;;0.927714545;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, BY;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, BZ;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, CA;;1.050185997;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, CD;;0.884371483;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, CF;;0.906451125;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, CG;;0.84473427;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, CH;;0.958190543;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, CI;;0.834856142;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, CL;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, CM;;0.86923418;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, CN;;0.995603237;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, CO;;0.855864144;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, CR;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, CU;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, CV;;0.68508151;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, CW;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, CY;;0.342540755;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, CZ;;1.082290134;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, DE;;1.083124472;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, DJ;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, DK;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, DM;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, DO;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, DZ;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, EC;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, EE;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, EG;;0.067660838;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, EH;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, ER;;0.925617899;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, ES;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, ET;;0.906255419;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, FI;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, FJ;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, FK;;0.328268224;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, FR;;1.07959775;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, GA;;0.831292662;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, GB;;1.083077999;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, GD;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, GE;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, GF;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, GG;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, GH;;0.847580307;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, GI;;0.342540755;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, GLO;;1;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, GM;;0.927714545;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, GN;;0.888673404;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, GP;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, GQ;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, GR;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, GT;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, GW;;0.927714545;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, GY;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, HK;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, HN;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, HR;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, HT;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, HU;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, ID;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, IE;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, IL;;0.341785397;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, IM;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, IN;;0.777530204;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, IQ;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, IR;;1.040720907;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, IT;;0.991489192;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, JE;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, JM;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, JO;;0.338682736;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, JP;;1.084461663;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, KE;;0.877926826;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, KG;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, KH;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, KM;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, KN;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, KP;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, KR;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, KW;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, KY;;0.68508151;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, KZ;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, LA;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, LB;;0.342540755;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, LC;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, LI;;0.906669335;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, LK;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, LR;;0.771050108;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, LS;;0.78498923;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, LT;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, LU;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, LV;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, LY;;0.21004131;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, MA;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, MC;;0.342540755;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, MD;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, ME;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, MF;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, MG;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, MK;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, ML;;0.927714545;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, MM;;0.77162675;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, MN;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, MO;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, MQ;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, MR;;0.927714545;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, MS;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, MT;;0.342540755;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, MU;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, MW;;0.927639363;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, MX;;0.83341843;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, MY;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, MZ;;0.888057914;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, NA;;0.927714545;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, NC;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, NE;;0.927714545;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, NG;;0.859681972;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, NI;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, NL;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, NO;;0.83890587;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, NP;;0.873844135;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, NZ;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, OCE;;1.053433341;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, OM;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, PA;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, PE;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, PG;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, PH;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, PK;;0.773696494;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, PL;;1.072721564;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, PR;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, PS;;0.342477137;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, PT;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, PY;;0.789369914;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, QA;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, RAF;;0.895993103;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, RAS;;0.930132592;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, RE;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, RER;;1.069697678;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, RLA;;0.823921593;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, RNA;;0.987448262;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, RO;;1.037428936;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, RS;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, RU;;1.081131918;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, RW;;0.880757394;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, SA;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, SB;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, SD;;0.92769844;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, SE;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, SG;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, SI;;1.029847274;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, SK;;1.027430315;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, SL;;0.825722299;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, SM;;0.342540755;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, SN;;0.927714545;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, SO;;0.822888458;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, SR;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, SS;;0.923938187;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, ST;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, SV;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, SX;;1;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, SY;;0.340272616;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, SZ;;0.837443133;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, TC;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, TD;;0.927714545;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, TG;;0.892510808;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, TH;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, TJ;;0.78498923;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, TL;;0.827806825;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, TM;;0.78498923;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, TN;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, TR;;1.048358148;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, TT;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, TW;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, TZ;;0.891123656;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, UA;;1.056114961;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, UG;;0.912736668;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, US;;0.982679258;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, UY;;0.927679851;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, UZ;;0.78498923;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, VA;;0.342540755;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, VC;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, VE;;0.870659308;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, VG;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, VI;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, VN;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, VU;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, WF;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, YE;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, YT;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, ZA;;0.873196726;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, ZM;;0.927714545;m2a
Raw;land;Occupation, annual crop, non-irrigated, extensive, ZW;;0.927714545;m2a
Raw;land;Occupation, annual crop, non-irrigated, FI;;1.084712391;m2a,
Raw;land;Occupation, annual crop, non-irrigated, FJ;;0;m2a,
Raw;land;Occupation, annual crop, non-irrigated, FK;;0.328268224;m2a,
Raw;land;Occupation, annual crop, non-irrigated, Flooded grasss and savan;;0;m2a,
Raw;land;Occupation, annual crop, non-irrigated, FR;;1.07959775;m2a,
Raw;land;Occupation, annual crop, non-irrigated, GA;;0.831292662;m2a,
Raw;land;Occupation, annual crop, non-irrigated, GB;;1.083077999;m2a,
Raw;land;Occupation, annual crop, non-irrigated, GD;;0.770716699;m2a,
Raw;land;Occupation, annual crop, non-irrigated, GE;;1.084712391;m2a,
Raw;land;Occupation, annual crop, non-irrigated, GF;;0.770716699;m2a,
Raw;land;Occupation, annual crop, non-irrigated, GG;;1.084712391;m2a,
Raw;land;Occupation, annual crop, non-irrigated, GH;;0.847580307;m2a,
Raw;land;Occupation, annual crop, non-irrigated, GI;;0.342540755;m2a,
Raw;land;Occupation, annual crop, non-irrigated, GLO;;1;m2a,
Raw;land;Occupation, annual crop, non-irrigated, GM;;0.927714545;m2a,
Raw;land;Occupation, annual crop, non-irrigated, GN;;0.888673404;m2a,
Raw;land;Occupation, annual crop, non-irrigated, GP;;0;m2a,
Raw;land;Occupation, annual crop, non-irrigated, GQ;;0.770716699;m2a,
Raw;land;Occupation, annual crop, non-irrigated, GR;;1.084712391;m2a,
Raw;land;Occupation, annual crop, non-irrigated, GT;;0.770716699;m2a,
Raw;land;Occupation, annual crop, non-irrigated, GW;;0.927714545;m2a,
Raw;land;Occupation, annual crop, non-irrigated, GY;;0.770716699;m2a,
Raw;land;Occupation, annual crop, non-irrigated, HK;;0.770716699;m2a,
Raw;land;Occupation, annual crop, non-irrigated, HN;;0.770716699;m2a,
Raw;land;Occupation, annual crop, non-irrigated, HR;;1.084712391;m2a,
Raw;land;Occupation, annual crop, non-irrigated, HT;;0.770716699;m2a,
Raw;land;Occupation, annual crop, non-irrigated, HU;;1.084712391;m2a,
Raw;land;Occupation, annual crop, non-irrigated, ID;;0.770716699;m2a,
Raw;land;Occupation, annual crop, non-irrigated, IE;;1.084712391;m2a,
Raw;land;Occupation, annual crop, non-irrigated, IL;;0.341785397;m2a,
Raw;land;Occupation, annual crop, non-irrigated, IM;;1.084712391;m2a,
Raw;land;Occupation, annual crop, non-irrigated, IN;;0.777530204;m2a,
Raw;land;Occupation, annual crop, non-irrigated, intensive;;1;m2a,
Raw;land;Occupation, annual crop, non-irrigated, intensive, AD;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, AE;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, AF;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, AG;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, AI;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, AL;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, AM;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, AO;;0.927539551;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, AR;;0.897861242;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, AT;;0.94627046;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, AU;;1.053114778;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, AW;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, AX;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, AZ;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, BA;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, BB;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, BD;;0.770829121;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, BE;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, BF;;0.927714545;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, BG;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, BH;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, BI;;0.890566695;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, BJ;;0.915227579;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, BL;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, BN;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, BO;;0.792123448;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, BQ;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, BR;;0.810935058;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, BS;;0;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, BT;;1.054013204;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, BW;;0.927714545;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, BY;;1.084712391;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, BZ;;0.770716699;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, CA;;1.050185997;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, CD;;0.884371483;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, CF;;0.906451125;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, CG;;0.84473427;m2a
Raw;land;Occupation, annual crop, non-irrigated, intensive, CH;;0.958190543;m2a
